State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Kangra,Kangra,Onion,Other,FAQ,16/12/2024,4600,5000,4800
"Himachal Pradesh",Kangra,Kangra,"Peas cod",Other,FAQ,16/12/2024,8500,9000,8800
"Himachal Pradesh",Kangra,Kangra,Raddish,Other,FAQ,16/12/2024,1200,1400,1300
"Himachal Pradesh",Kangra,Kangra(Baijnath),Apple,Apple,Medium,16/12/2024,8000,10000,9000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Carrot,Carrot,FAQ,16/12/2024,2400,2500,2400
"Himachal Pradesh",Kangra,Kangra(Baijnath),Ginger(Green),"Green Ginger",FAQ,16/12/2024,6500,7000,6800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Onion,Onion,FAQ,16/12/2024,4000,4100,4000
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Peas Wet",Other,FAQ,16/12/2024,7600,7800,7700
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,16/12/2024,4500,4600,4550
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Carrot,Carrot,FAQ,16/12/2024,2600,2700,2650
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Ginger(Green),"Green Ginger",FAQ,16/12/2024,6200,6500,6300
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Indian Colza(Sarson)","Indian Colza(Sarson)",FAQ,16/12/2024,3000,3200,3100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Mousambi(Sweet Lime)",Mousambi,Medium,16/12/2024,6200,6500,6300
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Pineapple,Other,Medium,16/12/2024,5500,5600,5550
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Pomegranate,Other,Medium,16/12/2024,10000,14000,12000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Turnip,Other,FAQ,16/12/2024,2800,2900,2850
"Himachal Pradesh",Kangra,Palampur,Ber(Zizyphus/Borehannu),Other,Medium,16/12/2024,6400,6500,6450
"Himachal Pradesh",Kangra,Palampur,Cabbage,Cabbage,FAQ,16/12/2024,2400,2500,2450
"Himachal Pradesh",Kangra,Palampur,Colacasia,Colacasia,FAQ,16/12/2024,5800,6000,5900
"Himachal Pradesh",Kangra,Palampur,Garlic,Average,FAQ,16/12/2024,33000,34000,33500
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,16/12/2024,4400,4500,4450
"Himachal Pradesh",Kangra,Palampur,Pineapple,Other,Medium,16/12/2024,5400,5500,5450
"Himachal Pradesh",Kangra,Palampur,Pomegranate,Other,Medium,16/12/2024,9500,13500,11000
"Himachal Pradesh",Kangra,Palampur,Tomato,Tomato,FAQ,16/12/2024,3000,3100,3050
"Himachal Pradesh",Kullu,Bhuntar,"Bitter gourd","Bitter Gourd",FAQ,16/12/2024,6000,7000,6500
"Himachal Pradesh",Kullu,Bhuntar,Cabbage,Other,FAQ,16/12/2024,1500,3000,2200
"Himachal Pradesh",Kullu,Bhuntar,Capsicum,Other,FAQ,16/12/2024,1500,5000,3700
"Himachal Pradesh",Kullu,Bhuntar,Cauliflower,Other,FAQ,16/12/2024,3000,5000,4000
"Himachal Pradesh",Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,16/12/2024,3500,4000,3800
"Himachal Pradesh",Kullu,Bhuntar,"French Beans (Frasbean)",Other,FAQ,16/12/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Garlic,Other,FAQ,16/12/2024,28000,30000,29000
"Himachal Pradesh",Kullu,Bhuntar,"Green Chilli",Other,FAQ,16/12/2024,3500,4000,3800
"Himachal Pradesh",Kullu,Bhuntar,Guava,Other,Medium,16/12/2024,4000,4500,4200
"Himachal Pradesh",Kullu,Bhuntar,Tomato,Other,FAQ,16/12/2024,3000,3500,3200
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,7500,8000,7700
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bottle gourd","Bottle Gourd",FAQ,16/12/2024,2500,2500,2500
"Himachal Pradesh",Mandi,Mandi(Mandi),Cabbage,Cabbage,FAQ,16/12/2024,2000,2800,2400
"Himachal Pradesh",Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,16/12/2024,5000,5500,5300
"Himachal Pradesh",Mandi,Mandi(Mandi),Cucumbar(Kheera),Cucumbar,FAQ,16/12/2024,2500,4000,3200
"Himachal Pradesh",Mandi,Mandi(Mandi),Ginger(Green),"Green Ginger",FAQ,16/12/2024,5000,7000,6000
"Himachal Pradesh",Mandi,Mandi(Takoli),Carrot,Carrot,FAQ,16/12/2024,2000,2500,2300
"Himachal Pradesh",Mandi,Mandi(Takoli),Tomato,Other,FAQ,16/12/2024,2000,3000,2500
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Carrot,Other,FAQ,16/12/2024,2500,3000,2750
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,16/12/2024,3000,3400,3200
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Pineapple,"Pine Apple",Large,16/12/2024,5000,5350,5175
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Turnip,Turnip,FAQ,16/12/2024,1500,1700,1600
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Banana,Other,Medium,16/12/2024,3800,4000,3900
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Carrot,Other,FAQ,16/12/2024,1600,2000,1800
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Cucumbar(Kheera),Other,FAQ,16/12/2024,3500,4000,3750
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Green Chilli",Other,FAQ,16/12/2024,3000,3200,3100
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Indian Colza(Sarson)","Indian Colza(Sarson)",FAQ,16/12/2024,1400,1600,1500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Knool Khol",Other,FAQ,16/12/2024,1600,1800,1700
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Mousambi(Sweet Lime)",Other,Medium,16/12/2024,4000,5000,4500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Pomegranate,Other,Medium,16/12/2024,6000,12000,9000
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Potato,Potato,FAQ,16/12/2024,1600,2000,1800
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Pumpkin,Other,FAQ,16/12/2024,1400,1600,1500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Turnip,Turnip,FAQ,16/12/2024,800,1000,900
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,16/12/2024,1500,2000,1750
"Jammu and Kashmir",Kathua,Kathua,Capsicum,Other,FAQ,16/12/2024,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Garlic,Garlic,FAQ,16/12/2024,28000,32000,30000
"Jammu and Kashmir",Pulwama,Shopian,Apple,Delicious,Large,16/12/2024,5000,6250,5625
"Jammu and Kashmir",Pulwama,Shopian,Apple,Delicious,Medium,16/12/2024,2500,3125,2812.5
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Apple,Delicious,Medium,16/12/2024,4000,4400,4200
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Cabbage,Other,FAQ,16/12/2024,3000,3400,3200
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Guava,Other,Medium,16/12/2024,4000,4400,4200
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Knool Khol",Other,FAQ,16/12/2024,2500,2700,2600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Papaya,Other,Medium,16/12/2024,5000,5200,5100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Raddish,Other,FAQ,16/12/2024,1500,1700,1600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Tomato,Other,FAQ,16/12/2024,3500,3700,3600
"Jammu and Kashmir",Srinagar,Parimpore,"Knool Khol",Other,FAQ,16/12/2024,2300,2700,2500
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Round/Long,FAQ,16/12/2024,1000,1500,1250
Karnataka,Chamrajnagar,"Chamaraj Nagar","Green Chilli","Green Chilly",FAQ,16/12/2024,1200,2000,1600
Karnataka,Chamrajnagar,"Chamaraj Nagar",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,16/12/2024,2000,2800,2400
Karnataka,Chamrajnagar,Gundlupet,Potato,Potato,FAQ,16/12/2024,3000,3000,3000
Karnataka,Chikmagalur,Chikkamagalore,Cauliflower,Local,FAQ,16/12/2024,1515,1515,1515
Karnataka,Chikmagalur,Chikkamagalore,"Green Chilli","Green Chilly",FAQ,16/12/2024,2678,2878,2778
Karnataka,Chikmagalur,Chikkamagalore,Raddish,Raddish,FAQ,16/12/2024,1588,1588,1588
Karnataka,Chitradurga,Holalkere,Maize,Yellow,FAQ,16/12/2024,2200,2265,2213
Karnataka,Koppal,Kustagi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,16/12/2024,10900,10900,10900
Karnataka,Shimoga,Shimoga,Beans,"Beans (Whole)",FAQ,16/12/2024,5800,6000,5900
Karnataka,Shimoga,Shimoga,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,16/12/2024,8500,10200,9350
Karnataka,Shimoga,Shimoga,"Methi Seeds",Methiseeds,FAQ,16/12/2024,7500,8800,8150
Karnataka,Shimoga,Shimoga,Raddish,Raddish,FAQ,16/12/2024,1800,2000,1900
Karnataka,Shimoga,Shimoga,Rice,Medium,FAQ,16/12/2024,2105,3050,3000
Karnataka,Shimoga,Shimoga,Wheat,"Super Fine",FAQ,16/12/2024,3800,4200,4000
Kerala,Alappuzha,Aroor,"Banana - Green","Banana - Green",FAQ,16/12/2024,4500,4700,4600
Kerala,Alappuzha,Aroor,Cauliflower,Other,FAQ,16/12/2024,5500,5700,5600
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,16/12/2024,4800,5100,5000
Kerala,Alappuzha,Chengannur,"Banana - Green","Banana - Green",FAQ,16/12/2024,6800,7100,7000
Kerala,Alappuzha,Chengannur,"Bhindi(Ladies Finger)",Other,FAQ,16/12/2024,3900,4200,4000
Kerala,Alappuzha,Chengannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,5800,6300,6000
Kerala,Alappuzha,Chengannur,"Green Chilli","Green Chilly",FAQ,16/12/2024,4800,5100,5000
Kerala,Alappuzha,Harippad,Banana,Other,Large,16/12/2024,6000,6500,6000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,16/12/2024,6000,6500,6000
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,16/12/2024,7000,7600,7000
Kerala,Alappuzha,Mannar,Cabbage,Other,FAQ,16/12/2024,4500,4700,4600
Kerala,Ernakulam,Angamaly,"Bitter gourd","Bitter Gourd",FAQ,16/12/2024,4000,5000,4500
Kerala,Ernakulam,Angamaly,"Bottle gourd","Bottle Gourd",FAQ,16/12/2024,3000,4000,3500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,16/12/2024,3500,5000,4200
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,16/12/2024,4000,8000,6000
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,16/12/2024,4500,5500,5000
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,16/12/2024,3000,4000,3500
Kerala,Ernakulam,Angamaly,Tomato,Other,FAQ,16/12/2024,4000,5000,4500
Kerala,Ernakulam,Moovattupuzha,Pineapple,Other,Large,16/12/2024,3000,3200,3200
Kerala,Ernakulam,"North Paravur",Amphophalus,Amphophalus,FAQ,16/12/2024,5500,6500,6000
Kerala,Ernakulam,"North Paravur","Banana - Green","Banana - Green",FAQ,16/12/2024,6900,7800,7200
Kerala,Ernakulam,"North Paravur","Black pepper",Garbled,FAQ,16/12/2024,75000,100000,90000
Kerala,Ernakulam,"North Paravur",Cauliflower,"African Sarson",FAQ,16/12/2024,4000,5000,4500
Kerala,Ernakulam,"North Paravur",Coriander(Leaves),Coriander,FAQ,16/12/2024,8000,9000,8500
Kerala,Ernakulam,"North Paravur","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,16/12/2024,5500,6500,6000
Kerala,Ernakulam,"North Paravur","Sweet Potato","Hosur Green",FAQ,16/12/2024,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,16/12/2024,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,"Banana - Green","Banana - Green",FAQ,16/12/2024,5800,6800,6000
Kerala,Ernakulam,Perumbavoor,"Black pepper",Garbled,FAQ,16/12/2024,62000,63000,62500
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,16/12/2024,6500,7500,7000
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,16/12/2024,1800,2800,2300
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,16/12/2024,19000,20000,19500
Kerala,Ernakulam,Perumbavoor,"Field Pea","Field Pea",FAQ,16/12/2024,4800,5800,5200
Kerala,Ernakulam,Perumbavoor,Ginger(Green),"Green Ginger",FAQ,16/12/2024,6000,7000,6500
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,16/12/2024,1700,2700,2000
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,16/12/2024,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,16/12/2024,5500,6000,5700
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,16/12/2024,8500,10000,9000
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,7000,8000,7200
Kerala,Ernakulam,Thrippunithura,Pineapple,"Pine Apple",Medium,16/12/2024,4500,5500,4700
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,16/12/2024,2800,4000,3000
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Medium,16/12/2024,1600,1800,1800
Kerala,Idukki,Thodupuzha,Banana,Robusta,Large,16/12/2024,2300,2500,2500
Kerala,Idukki,Thodupuzha,Coffee,Other,FAQ,16/12/2024,39600,39800,39800
Kerala,Idukki,Thodupuzha,Rice,IR-8,FAQ,16/12/2024,4600,4800,4800
Kerala,Kannur,Kannur,"Bitter gourd","Bitter Gourd",FAQ,16/12/2024,3700,4100,3900
Kerala,Kannur,Kannur,"Black pepper",Other,FAQ,16/12/2024,59000,70000,65000
Kerala,Kannur,Payyannur,Ashgourd,Other,FAQ,16/12/2024,2100,2300,2200
Kerala,Kannur,Thalasserry,"Bhindi(Ladies Finger)",Other,FAQ,16/12/2024,2300,2600,2500
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,16/12/2024,7800,8500,8000
Kerala,Kasargod,Kanjangadu,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,4000,4600,4200
Kerala,Kasargod,Kanjangadu,"Black pepper",Other,FAQ,16/12/2024,60800,61500,61000
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,FAQ,16/12/2024,2600,3400,2800
Kerala,Kasargod,Kanjangadu,"Coconut Seed",Other,FAQ,16/12/2024,4500,5000,4700
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,16/12/2024,4000,4600,4200
Kerala,Kasargod,Kanjangadu,Pumpkin,Pumpkin,FAQ,16/12/2024,1800,2400,2000
Kerala,Kasargod,Kanjangadu,Tapioca,Other,FAQ,16/12/2024,2600,3200,2800
Kerala,Kasargod,"Pullur Periya  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,4600,5000,4600
Kerala,Kollam,Anchal,Amaranthus,Other,FAQ,16/12/2024,5600,5800,5700
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,16/12/2024,3600,3800,3700
Kerala,Kollam,"Anchal VFPCK",Brinjal,Brinjal,FAQ,16/12/2024,3500,4000,3800
Kerala,Kollam,Kottarakkara,Banana,Poovan,Medium,16/12/2024,4500,5500,5000
Kerala,Kollam,Kottarakkara,Banana,Robusta,Medium,16/12/2024,2500,3500,3000
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,16/12/2024,7000,7500,7500
Kerala,Kollam,Kottarakkara,Drumstick,Drumstick,FAQ,16/12/2024,19000,21000,19000
Kerala,Kollam,Kottarakkara,Ginger(Green),Other,FAQ,16/12/2024,7500,9000,8000
Kerala,Kollam,"Nedumpaikulam  VFPCK",Amaranthus,"Amaranth Greens-Organic",FAQ,16/12/2024,3500,4100,4000
Kerala,Kollam,"Punalur VFPCK",Pineapple,"Pine Apple",Large,16/12/2024,3500,4000,3700
Kerala,Kollam,"Punalur VFPCK",Tapioca,Other,FAQ,16/12/2024,3000,3400,3200
Kerala,Kottayam,Athirampuzha,Beetroot,Beetroot,FAQ,16/12/2024,7400,7600,7500
Kerala,Kottayam,Athirampuzha,Brinjal,Brinjal,FAQ,16/12/2024,3400,3600,3500
Kerala,Kottayam,Athirampuzha,Garlic,Garlic,FAQ,16/12/2024,33000,34000,33500
Kerala,Kottayam,Ettumanoor,"Banana - Green","Banana - Green",FAQ,16/12/2024,6600,7000,6800
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,16/12/2024,5400,5800,5600
Kerala,Kottayam,Ettumanoor,"Cluster beans",Other,FAQ,16/12/2024,5600,6000,5800
Kerala,Kottayam,Ettumanoor,Ginger(Green),"Green Ginger",FAQ,16/12/2024,4800,5200,5000
Kerala,Kottayam,Ettumanoor,Onion,Big,FAQ,16/12/2024,6000,6400,6200
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,FAQ,16/12/2024,3400,3600,3500
Kerala,Kottayam,Kanjirappally,Banana,"Banana - Ripe",Medium,16/12/2024,6500,7000,6800
Kerala,Kottayam,Kanjirappally,"Banana - Green","Banana - Green",FAQ,16/12/2024,6000,6500,6200
Kerala,Kottayam,Kanjirappally,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,5500,6000,5800
Kerala,Kottayam,Kanjirappally,Brinjal,Brinjal,FAQ,16/12/2024,4500,5000,4800
Kerala,Kottayam,Kanjirappally,"Cluster beans","Cluster Beans",FAQ,16/12/2024,5500,6000,5800
Kerala,Kottayam,Kanjirappally,Onion,Big,FAQ,16/12/2024,6500,7000,6800
Kerala,Kottayam,Kanjirappally,Onion,Onion,FAQ,16/12/2024,7500,8000,7800
Kerala,Kottayam,Kanjirappally,Potato,Potato,FAQ,16/12/2024,4500,5000,4800
Kerala,Kottayam,Kanjirappally,Pumpkin,Pumpkin,FAQ,16/12/2024,2500,3000,2800
Kerala,Kottayam,Kuruppanthura,Amphophalus,Amphophalus,FAQ,16/12/2024,6000,7000,6600
Kerala,Kottayam,Kuruppanthura,Banana,Robusta,Medium,16/12/2024,3000,4000,3500
Kerala,Kottayam,Kuruppanthura,Beetroot,Beetroot,FAQ,16/12/2024,7000,8000,7500
Kerala,Kottayam,Kuruppanthura,Cabbage,Cabbage,FAQ,16/12/2024,4500,5500,5000
Kerala,Kottayam,Kuruppanthura,Colacasia,Other,FAQ,16/12/2024,8000,9000,8800
Kerala,Kottayam,Kuruppanthura,Cowpea(Veg),Other,FAQ,16/12/2024,5000,6000,5800
Kerala,Kottayam,Kuruppanthura,Onion,Onion,FAQ,16/12/2024,8400,9000,8800
Kerala,Kottayam,Pala,Banana,"Banana - Ripe",Large,16/12/2024,7000,7800,7400
Kerala,Kottayam,Pala,Cabbage,Cabbage,FAQ,16/12/2024,2800,3600,3200
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,16/12/2024,1800,2200,2000
Kerala,Kottayam,Thalayolaparambu,"Bitter gourd","Bitter Gourd",FAQ,16/12/2024,4000,4400,4200
Kerala,Kottayam,Thalayolaparambu,Brinjal,Brinjal,FAQ,16/12/2024,2800,3200,3000
Kerala,Kottayam,Thalayolaparambu,Cabbage,Cabbage,FAQ,16/12/2024,4200,4600,4400
Kerala,Kottayam,Thalayolaparambu,Mango,Other,Medium,16/12/2024,4800,5200,5000
Kerala,Kottayam,"Thottuva  VFPCK","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,16/12/2024,2200,2800,2500
Kerala,Kottayam,"Thrikkodithanam  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,5500,6000,5500
Kerala,Kozhikode(Calicut),Kallachi,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,5600,6000,5800
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,FAQ,16/12/2024,3600,4000,3800
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,16/12/2024,5700,6000,5800
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,FAQ,16/12/2024,1600,1600,1600
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,FAQ,16/12/2024,1400,1500,1400
Kerala,Kozhikode(Calicut),Palayam,"French Beans (Frasbean)",Other,FAQ,16/12/2024,5200,5500,5200
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,16/12/2024,6000,6500,6500
Kerala,Kozhikode(Calicut),Thamarassery,Ashgourd,Other,FAQ,16/12/2024,1200,1600,1400
Kerala,Kozhikode(Calicut),Thamarassery,"Banana - Green","Banana - Green",FAQ,16/12/2024,6100,6700,6400
Kerala,Kozhikode(Calicut),Thamarassery,Beetroot,Other,FAQ,16/12/2024,5800,6500,6100
Kerala,Kozhikode(Calicut),Thamarassery,Brinjal,Other,FAQ,16/12/2024,1700,2300,1800
Kerala,Kozhikode(Calicut),Thamarassery,Cabbage,Other,FAQ,16/12/2024,2100,3000,2300
Kerala,Kozhikode(Calicut),Thamarassery,Carrot,Other,FAQ,16/12/2024,4900,6000,5400
Kerala,Kozhikode(Calicut),Thamarassery,Cucumbar(Kheera),Other,FAQ,16/12/2024,1500,2200,1700
Kerala,Kozhikode(Calicut),Thamarassery,"French Beans (Frasbean)",Other,FAQ,16/12/2024,5500,6500,5800
Kerala,Kozhikode(Calicut),Thamarassery,Potato,Other,FAQ,16/12/2024,3200,3900,3400
Kerala,Kozhikode(Calicut),Thamarassery,Pumpkin,Other,FAQ,16/12/2024,1400,1900,1500
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bitter gourd","Bitter Gourd",FAQ,16/12/2024,3200,3500,3500
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,16/12/2024,5200,5500,5500
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Onion,Onion,FAQ,16/12/2024,6300,6600,6600
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,16/12/2024,1100,1400,1400
Kerala,Malappuram,Kondotty,Amaranthus,Other,FAQ,16/12/2024,2800,3000,2900
Kerala,Malappuram,Kondotty,"Bitter gourd",Other,FAQ,16/12/2024,3800,4000,3900
Kerala,Malappuram,Kondotty,Brinjal,Other,FAQ,16/12/2024,2400,2600,2500
Kerala,Malappuram,Kondotty,Garlic,Other,FAQ,16/12/2024,30500,31500,31000
Kerala,Malappuram,Kondotty,Orange,Other,Medium,16/12/2024,6000,6200,6100
Kerala,Malappuram,Kondotty,Raddish,Other,FAQ,16/12/2024,3000,3200,3100
Kerala,Malappuram,Kondotty,Tomato,Other,FAQ,16/12/2024,1800,2000,1900
Kerala,Malappuram,Kottakkal,Amaranthus,Amaranthus,FAQ,16/12/2024,1800,2000,1900
Kerala,Malappuram,Kottakkal,"Amla(Nelli Kai)",Other,FAQ,16/12/2024,4800,5000,4900
Kerala,Malappuram,Kottakkal,Apple,Other,Large,16/12/2024,12300,12500,12400
Kerala,Malappuram,Kottakkal,Ashgourd,Other,FAQ,16/12/2024,1300,1500,1400
Kerala,Malappuram,Kottakkal,Beans,Other,FAQ,16/12/2024,5800,6000,5900
Kerala,Malappuram,Kottakkal,"Bottle gourd",Other,FAQ,16/12/2024,3200,3400,3300
Kerala,Malappuram,Kottakkal,Cabbage,Other,FAQ,16/12/2024,2000,2200,2100
Kerala,Malappuram,Kottakkal,Cucumbar(Kheera),Other,FAQ,16/12/2024,5400,5600,5500
Kerala,Malappuram,Kottakkal,Drumstick,Other,FAQ,16/12/2024,20800,21000,20900
Kerala,Malappuram,Kottakkal,Orange,Other,Large,16/12/2024,3800,4000,3900
Kerala,Malappuram,Kottakkal,Pineapple,Other,Large,16/12/2024,3600,3800,3700
Kerala,Malappuram,Kottakkal,Pumpkin,Other,FAQ,16/12/2024,1500,1700,1600
Kerala,Malappuram,Perinthalmanna,Apple,Apple,Large,16/12/2024,15000,19000,17000
Kerala,Malappuram,Perinthalmanna,Ashgourd,Ashgourd,FAQ,16/12/2024,500,1000,700
Kerala,Malappuram,Perinthalmanna,Banana,Other,Large,16/12/2024,4000,6000,5000
Kerala,Malappuram,Perinthalmanna,Pumpkin,Pumpkin,FAQ,16/12/2024,800,1600,1000
Kerala,Malappuram,Perinthalmanna,Tomato,Tomato,FAQ,16/12/2024,1509,2809,2000
Kerala,Palakad,Koduvayoor,"Bitter gourd",Other,FAQ,16/12/2024,3600,4000,3800
Kerala,Palakad,Koduvayoor,Cucumbar(Kheera),Cucumbar,FAQ,16/12/2024,1500,1900,1700
Kerala,Palakad,Koduvayoor,Ginger(Green),Other,FAQ,16/12/2024,4500,4900,4700
Kerala,Palakad,Koduvayoor,Onion,Big,FAQ,16/12/2024,5200,5600,5400
Kerala,Palakad,Koduvayoor,"Sweet Potato",Other,FAQ,16/12/2024,3500,3900,3700
Kerala,Palakad,Palakkad,Banana,Palayamthodan,Medium,16/12/2024,2000,3000,2600
Kerala,Palakad,Palakkad,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,16/12/2024,12000,13000,12600
Kerala,Palakad,Palakkad,Brinjal,Brinjal,FAQ,16/12/2024,2300,3000,2700
Kerala,Palakad,Palakkad,"Chili Red",Red,FAQ,16/12/2024,15800,17000,16500
Kerala,Palakad,Palakkad,"Cluster beans","Cluster Beans",FAQ,16/12/2024,3500,4000,3800
Kerala,Palakad,Palakkad,Drumstick,Drumstick,FAQ,16/12/2024,26000,28000,27100
Kerala,Palakad,Palakkad,Ginger(Green),"Green Ginger",FAQ,16/12/2024,4000,5000,4600
Kerala,Palakad,Palakkad,"Green Chilli","Green Chilly",FAQ,16/12/2024,4000,5000,4600
Kerala,Palakad,Palakkad,Pineapple,"Pine Apple",Large,16/12/2024,4200,5000,4700
Kerala,Palakad,Palakkad,Pumpkin,Pumpkin,FAQ,16/12/2024,1400,2000,1800
Kerala,Palakad,Vadakkenchery,"Cluster beans",Other,FAQ,16/12/2024,5000,5500,5250
Kerala,Palakad,Vadakkenchery,Cowpea(Veg),Other,FAQ,16/12/2024,6500,7000,6750
Kerala,Palakad,Vadakkenchery,"Elephant Yam (Suran)",Other,FAQ,16/12/2024,6500,7000,6750
Kerala,Palakad,Vadakkenchery,Onion,Big,FAQ,16/12/2024,7500,8000,7750
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Large,16/12/2024,2600,3000,2800
Kerala,Pathanamthitta,Kuttoor,"Coconut Oil","Copra Oil",FAQ,16/12/2024,22000,26000,24000
