State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Andhra Pradesh",Guntur,Duggirala,Turmeric,Bulb,FAQ,16/12/2024,10550,11550,11550
"Andhra Pradesh",Guntur,Duggirala,Turmeric,Finger,FAQ,16/12/2024,10550,11550,11550
Gujarat,Ahmedabad,"Ahmedabad(Chimanbhai Patal Market Vasana)",Onion,Local,FAQ,16/12/2024,1500,3500,3250
Gujarat,Ahmedabad,"Ahmedabad(Chimanbhai Patal Market Vasana)",Potato,Desi,FAQ,16/12/2024,1250,2250,2100
Gujarat,Ahmedabad,Viramgam,Paddy(Dhan)(Common),Other,FAQ,16/12/2024,1500,2450,1975
Gujarat,Amreli,Amreli,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,16/12/2024,2825,2825,2825
Gujarat,Amreli,Amreli,"Castor Seed","Castor seed",FAQ,16/12/2024,5550,6015,5925
Gujarat,Amreli,Amreli,"Chili Red",Bold,FAQ,16/12/2024,1950,13250,10450
Gujarat,Amreli,Amreli,"Corriander seed","Coriander Seed",FAQ,16/12/2024,4375,7000,6700
Gujarat,Amreli,Amreli,Groundnut,"Big (With Shell)",FAQ,16/12/2024,4550,6200,5425
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,16/12/2024,7500,14725,12355
Gujarat,Amreli,Babra,"Castor Seed",Other,FAQ,16/12/2024,5725,7375,6550
Gujarat,Amreli,Babra,Wheat,Other,FAQ,16/12/2024,2700,2750,2725
Gujarat,Amreli,Bagasara,Groundnut,Balli/Habbu,FAQ,16/12/2024,2700,4470,3585
Gujarat,Amreli,Damnagar,Ginger(Green),"Green Ginger",FAQ,16/12/2024,2200,3050,2750
Gujarat,Amreli,Rajula,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,16/12/2024,2400,3140,2770
Gujarat,Amreli,Rajula,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,16/12/2024,21250,21250,21250
Gujarat,Amreli,Rajula,Soyabean,Soyabeen,FAQ,16/12/2024,3500,4000,3750
Gujarat,Amreli,Savarkundla,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,16/12/2024,5250,6875,6063
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,16/12/2024,10000,13005,11503
Gujarat,Amreli,Savarkundla,Wheat,Lokwan,FAQ,16/12/2024,2555,3005,2780
Gujarat,Anand,Borsad,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,16/12/2024,2500,2600,2550
Gujarat,Anand,Borsad,Wheat,Other,FAQ,16/12/2024,2400,2500,2450
Gujarat,Anand,"Khambhat(Grain Market)",Wheat,Other,FAQ,16/12/2024,2750,3250,3000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Banana,Amruthapani,Medium,16/12/2024,1800,2100,1950
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Brinjal,Other,FAQ,16/12/2024,4500,5000,4750
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Cabbage,Other,FAQ,16/12/2024,2000,2500,2250
Gujarat,Banaskanth,Deesa,Groundnut,Other,FAQ,16/12/2024,5000,7655,5500
Gujarat,Banaskanth,Dhanera,"Cowpea (Lobia/Karamani)",Other,FAQ,16/12/2024,5255,5255,5255
Gujarat,Banaskanth,Dhanera,Groundnut,Other,FAQ,16/12/2024,4750,5800,5315
Gujarat,Banaskanth,Dhanera,Soanf,Soanf,FAQ,16/12/2024,6350,6900,6640
Gujarat,Banaskanth,Palanpur,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,16/12/2024,2625,2875,2750
Gujarat,Banaskanth,Palanpur,"Castor Seed","Castor seed",FAQ,16/12/2024,6125,6195,6160
Gujarat,Banaskanth,Panthawada,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,16/12/2024,8750,10500,10050
Gujarat,Banaskanth,Thara(Shihori),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,16/12/2024,2205,2700,2452.5
Gujarat,Banaskanth,Vadgam,Wheat,"Lokwan Gujrat",FAQ,16/12/2024,2635,2950,2795
Gujarat,Banaskanth,Vav,"Castor Seed",Other,FAQ,16/12/2024,6130,6165,6150
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,16/12/2024,1000,2000,1500
Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,FAQ,16/12/2024,2000,3500,2500
Gujarat,Bharuch,Ankleshwar,Potato,Potato,FAQ,16/12/2024,2000,3500,2500
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,16/12/2024,3000,3400,3200
Gujarat,Bharuch,Jambusar(Kaavi),"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/12/2024,8000,8400,8200
Gujarat,Bhavnagar,Taleja,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,16/12/2024,6850,7300,7075
Gujarat,Bhavnagar,Taleja,Groundnut,Bold,FAQ,16/12/2024,5025,6465,5745
Gujarat,Bhavnagar,Taleja,Jowar(Sorghum),Local,FAQ,16/12/2024,2000,2325,2165
Gujarat,Botad,Botad,"Cummin Seed(Jeera)",Other,FAQ,16/12/2024,19625,22675,21150
Gujarat,Botad,Botad(Haddad),Cotton,"Shanker 6 (B) 30mm FIne",FAQ,16/12/2024,6250,7385,6850
Gujarat,Dahod,Dahod,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/12/2024,7000,7600,7400
Gujarat,Dahod,Dahod,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,16/12/2024,6000,7000,6200
Gujarat,Dahod,"Dahod(Veg. Market)","Bottle gourd","Bottle Gourd",FAQ,16/12/2024,800,1500,1100
Gujarat,Dahod,"Dahod(Veg. Market)",Coriander(Leaves),Coriander,FAQ,16/12/2024,1000,4000,3000
Gujarat,Dahod,"Dahod(Veg. Market)",Cowpea(Veg),"Cowpea (Veg)",FAQ,16/12/2024,1000,4000,3400
Gujarat,Dahod,"Dahod(Veg. Market)",Cucumbar(Kheera),Cucumbar,FAQ,16/12/2024,3000,4000,3700
Gujarat,Dahod,"Dahod(Veg. Market)",Drumstick,Other,FAQ,16/12/2024,8000,12000,10000
Gujarat,Dahod,"Dahod(Veg. Market)",Garlic,Other,FAQ,16/12/2024,25000,32000,31000
Gujarat,Dahod,"Dahod(Veg. Market)",Mint(Pudina),Mint(Pudina),FAQ,16/12/2024,3000,4000,3700
Gujarat,Dahod,"Dahod(Veg. Market)","Onion Green","Onion Green",FAQ,16/12/2024,1000,2000,1500
Gujarat,Dahod,"Dahod(Veg. Market)",Raddish,Raddish,FAQ,16/12/2024,800,1200,1000
Gujarat,Dahod,"Dahod(Veg. Market)",Tomato,Tomato,FAQ,16/12/2024,800,2500,1800
Gujarat,"Devbhumi Dwarka",Bhanvad,Cotton,Bunny,FAQ,16/12/2024,6000,7000,6500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bhindi(Ladies Finger)",Other,FAQ,16/12/2024,3500,5000,3500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bottle gourd",Other,FAQ,16/12/2024,2000,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Surat Beans (Papadi)",Other,FAQ,16/12/2024,3500,3500,3500
Gujarat,"Gir Somnath",Talalagir,"Green Chilli",Other,FAQ,16/12/2024,2000,4000,3000
Gujarat,"Gir Somnath",Veraval,Millets,Millets,FAQ,16/12/2024,2020,2790,2675
Gujarat,Junagarh,Bhesan,Wheat,Other,FAQ,16/12/2024,2500,3125,2755
Gujarat,Kachchh,Rapar,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,16/12/2024,2210,2665,2435
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cabbage,Cabbage,FAQ,16/12/2024,1000,2200,1800
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cauliflower,Cauliflower,FAQ,16/12/2024,500,2500,1700
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Potato,Potato,FAQ,16/12/2024,1100,2750,2400
Gujarat,Mehsana,Unava,"Castor Seed","Castor seed",FAQ,16/12/2024,6150,6205,6200
Gujarat,Morbi,Halvad,Cotton,Other,FAQ,16/12/2024,6500,7480,6980
Gujarat,Morbi,Halvad,"Cummin Seed(Jeera)",Other,FAQ,16/12/2024,20500,22920,22150
Gujarat,Morbi,Halvad,Groundnut,Other,FAQ,16/12/2024,4000,5910,5000
Gujarat,Morbi,Halvad,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,16/12/2024,9500,11710,10650
Gujarat,Morbi,Morbi,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,2000,3000,2500
Gujarat,Morbi,Morbi,"Castor Seed","Castor seed",FAQ,16/12/2024,5300,5300,5300
Gujarat,Morbi,Morbi,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,16/12/2024,16500,22250,19375
Gujarat,Morbi,Vankaner,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,16/12/2024,9000,11950,10750
Gujarat,Narmada,Rajpipla,Cotton,"Cotton (Unginned)",FAQ,16/12/2024,6811,7855,7521
Gujarat,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,16/12/2024,2405,3075,2825
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Green Chilli","Green Chilly",FAQ,16/12/2024,2500,4500,3500
Gujarat,Rajkot,Jasdan,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/12/2024,6000,10000,8775
Gujarat,Rajkot,Jasdan,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,16/12/2024,6750,7255,7100
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Corriander seed","Full Green",FAQ,16/12/2024,5055,7730,7355
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Groundnut,Bold,FAQ,16/12/2024,4250,5850,5200
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Onion,Onion,FAQ,16/12/2024,750,2505,2105
Gujarat,Rajkot,Rajkot,"Castor Seed",Caster,FAQ,16/12/2024,5250,6170,6060
Gujarat,Rajkot,Rajkot,"Corriander seed","A-1, Green",FAQ,16/12/2024,6450,7800,7300
Gujarat,Rajkot,Rajkot,Garlic,Garlic,FAQ,16/12/2024,18500,23500,20500
Gujarat,Rajkot,Rajkot,Groundnut,Bold,FAQ,16/12/2024,4400,6050,5700
Gujarat,Rajkot,Rajkot,Groundnut,G20,FAQ,16/12/2024,4500,6255,5300
Gujarat,Rajkot,Rajkot,Jowar(Sorghum),"Jowar ( White)",FAQ,16/12/2024,3400,4125,3750
Gujarat,Rajkot,Rajkot,"Methi Seeds",Methiseeds,FAQ,16/12/2024,4700,6280,5600
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,16/12/2024,10600,13000,11800
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Ginger(Green),"Green Ginger",FAQ,16/12/2024,3500,4500,4000
Gujarat,Sabarkantha,Himatnagar,Cotton,"Cotton (Unginned)",FAQ,16/12/2024,6655,7470,7063
Gujarat,Sabarkantha,Himatnagar,Groundnut,JL-24,FAQ,16/12/2024,4500,7700,6100
Gujarat,Sabarkantha,Idar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/12/2024,5850,7790,7550
Gujarat,Sabarkantha,Modasa,Groundnut,Local,FAQ,16/12/2024,4000,6130,6130
Gujarat,Sabarkantha,Modasa,Paddy(Dhan)(Common),Paddy,FAQ,16/12/2024,1700,2225,2225
Gujarat,Sabarkantha,Modasa,Soyabean,Yellow,FAQ,16/12/2024,3750,4130,4130
Gujarat,Surat,Surat,Brinjal,Other,FAQ,16/12/2024,1500,3800,2650
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,16/12/2024,4000,6500,5250
Gujarat,Surat,Surat,"French Beans (Frasbean)",Other,FAQ,16/12/2024,2500,5500,4000
Gujarat,Surat,Surat,"Green Chilli",Other,FAQ,16/12/2024,1800,4000,2900
Gujarat,Surat,Surat,Onion,Other,FAQ,16/12/2024,2000,6500,4250
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,16/12/2024,1000,1900,1450
Gujarat,Surat,Surat,"Surat Beans (Papadi)",Other,FAQ,16/12/2024,6000,12500,9250
Gujarat,Surat,Vyra,Groundnut,Other,FAQ,16/12/2024,6500,7000,6750
Gujarat,Surendranagar,Chotila,Wheat,Local,FAQ,16/12/2024,2500,3000,2750
Gujarat,Surendranagar,Vadhvan,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,16/12/2024,500,1000,750
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,16/12/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,16/12/2024,2500,3000,2750
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),Coriander,FAQ,16/12/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,"Onion Green","Onion Green",FAQ,16/12/2024,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Raddish,Raddish,FAQ,16/12/2024,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Spinach,Spinach,FAQ,16/12/2024,500,1000,750
Gujarat,Valsad,Chikli(Khorgam),Tinda,Other,FAQ,16/12/2024,5000,6000,5500
Gujarat,Valsad,Pardi(Ugvada),Chikoos(Sapota),Other,Large,16/12/2024,4000,4500,4500
Gujarat,Valsad,Pardi(Vapi),Chikoos(Sapota),Other,Large,16/12/2024,4000,4500,4500
Haryana,Ambala,"Ambala Cantt.",Grapes,Black,Medium,16/12/2024,5000,8000,6000
Haryana,Ambala,Naraingarh,Apple,Other,Medium,16/12/2024,10000,20000,11000
Haryana,Ambala,Naraingarh,Lemon,Other,FAQ,16/12/2024,3000,4000,3800
Haryana,Ambala,Naraingarh,Spinach,Spinach,FAQ,16/12/2024,700,1000,900
Haryana,Ambala,Naraingarh,Tomato,Tomato,FAQ,16/12/2024,1600,2500,2000
Haryana,Gurgaon,Gurgaon,Banana,Other,Medium,16/12/2024,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Orange,Other,Large,16/12/2024,2000,4000,3000
Haryana,Gurgaon,Pataudi,Brinjal,Other,FAQ,16/12/2024,1400,1600,1500
Haryana,Gurgaon,Pataudi,Carrot,Other,FAQ,16/12/2024,800,1500,1000
Haryana,Gurgaon,Pataudi,Onion,Other,FAQ,16/12/2024,3500,3700,3600
Haryana,Gurgaon,Sohna,Raddish,Raddish,FAQ,16/12/2024,1000,1000,1000
Haryana,Gurgaon,Sohna,Spinach,Spinach,FAQ,16/12/2024,1000,2000,1100
Haryana,Hissar,Barwala(Hisar),Banana,Other,Large,16/12/2024,2500,3000,2800
Haryana,Hissar,Barwala(Hisar),"Mousambi(Sweet Lime)",Other,Medium,16/12/2024,3500,4000,3500
Haryana,Hissar,Barwala(Hisar),"Peas Wet",Other,FAQ,16/12/2024,6000,6500,6500
Haryana,Hissar,Hansi,"Bhindi(Ladies Finger)",Other,FAQ,16/12/2024,4000,4000,4000
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,16/12/2024,2000,2500,2300
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,16/12/2024,5000,6000,5500
Haryana,Hissar,Hansi,Guava,Other,Medium,16/12/2024,1500,2000,1800
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,16/12/2024,4000,6000,5000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,16/12/2024,8000,10000,9000
Haryana,Hissar,Hansi,Tomato,Other,FAQ,16/12/2024,3000,3500,3300
Haryana,Hissar,Uklana,"Onion Green","Onion Green",FAQ,16/12/2024,900,1000,1000
Haryana,Hissar,Uklana,Potato,Potato,FAQ,16/12/2024,1400,1400,1400
Haryana,Jind,Narwana,Cucumbar(Kheera),Cucumbar,FAQ,16/12/2024,2000,2000,2000
Haryana,Jind,Narwana,Onion,Other,FAQ,16/12/2024,4000,4000,4000
Haryana,Kaithal,Dhand,Tomato,Deshi,FAQ,16/12/2024,2500,2800,2750
Haryana,Kurukshetra,Ladwa,"Bottle gourd","Bottle Gourd",FAQ,16/12/2024,700,700,700
Haryana,Kurukshetra,Ladwa,Brinjal,Brinjal,FAQ,16/12/2024,800,800,800
Haryana,Kurukshetra,Ladwa,Coriander(Leaves),Coriander,FAQ,16/12/2024,500,500,500
Haryana,Kurukshetra,Ladwa,Ginger(Dry),Other,FAQ,16/12/2024,3000,4000,3500
Haryana,Kurukshetra,Ladwa,"Green Chilli","Green Chilly",FAQ,16/12/2024,2000,2500,2300
Haryana,Kurukshetra,Ladwa,Onion,Onion,FAQ,16/12/2024,3000,3200,3100
Haryana,Kurukshetra,Ladwa,"Peas Wet","Peas Wet",FAQ,16/12/2024,5000,5800,5400
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Other,FAQ,16/12/2024,4000,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Raddish,Other,FAQ,16/12/2024,700,1000,800
Haryana,Mahendragarh-Narnaul,Narnaul,"Sweet Potato",Other,FAQ,16/12/2024,2000,2500,2200
Haryana,Mahendragarh-Narnaul,Narnaul,Tinda,Other,FAQ,16/12/2024,1900,2500,2000
Haryana,Mewat,FerozpurZirkha(Nagina),Brinjal,Other,FAQ,16/12/2024,1500,1700,1600
Haryana,Mewat,FerozpurZirkha(Nagina),Cabbage,Other,FAQ,16/12/2024,1800,2200,2000
Haryana,Mewat,FerozpurZirkha(Nagina),Carrot,Other,FAQ,16/12/2024,1200,1600,1400
Haryana,Mewat,FerozpurZirkha(Nagina),Tomato,Other,FAQ,16/12/2024,1600,2000,1800
Haryana,Mewat,Tauru,Apple,Other,Medium,16/12/2024,7000,7000,7000
Haryana,Mewat,Tauru,Banana,Other,Medium,16/12/2024,2000,2000,2000
Haryana,Mewat,Tauru,Cauliflower,Local,FAQ,16/12/2024,3500,3500,3500
Haryana,Mewat,Tauru,Potato,Potato,FAQ,16/12/2024,1800,1800,1800
Haryana,Palwal,Hodal,Carrot,Carrot,FAQ,16/12/2024,1200,1600,1400
Haryana,Panchkula,Barwala,Onion,Onion,FAQ,16/12/2024,4000,4000,4000
Haryana,Panchkula,"New Grain Market , Panchkula",Potato,Other,FAQ,16/12/2024,2500,3500,3000
Haryana,Panchkula,"Raipur Rai",Carrot,Carrot,FAQ,16/12/2024,1500,1800,1500
Haryana,Panchkula,"Raipur Rai","Peas Wet",Other,FAQ,16/12/2024,2500,2800,2500
Haryana,Panchkula,"Raipur Rai",Raddish,Other,FAQ,16/12/2024,1200,1400,1200
Haryana,Panipat,Panipat,Banana,Other,Medium,16/12/2024,2200,2400,2300
Haryana,Panipat,Panipat,"Bottle gourd","Bottle Gourd",FAQ,16/12/2024,1000,2500,1750
Haryana,Panipat,Panipat,Onion,Other,FAQ,16/12/2024,2000,2400,2200
Haryana,Panipat,Panipat,Potato,Other,FAQ,16/12/2024,1000,1500,1250
Haryana,Panipat,Samalkha,"Green Chilli","Green Chilly",FAQ,16/12/2024,3000,3000,3000
Haryana,Rewari,Kosli,Cucumbar(Kheera),Other,FAQ,16/12/2024,2000,2000,2000
Haryana,Rewari,Rewari,Tomato,Other,FAQ,16/12/2024,1000,2800,1900
Haryana,Rohtak,Meham,Cauliflower,Other,FAQ,16/12/2024,1000,1200,1100
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,16/12/2024,4000,4000,4000
Haryana,Rohtak,Meham,Orange,Orange,Medium,16/12/2024,3200,3200,3200
Haryana,Rohtak,Meham,Raddish,Raddish,FAQ,16/12/2024,300,500,400
Haryana,Sonipat,Ganaur,Brinjal,Brinjal,FAQ,16/12/2024,2500,3000,2800
Haryana,Sonipat,Ganaur,Ginger(Green),"Green Ginger",FAQ,16/12/2024,5800,6000,5800
Haryana,Sonipat,Ganaur,"Mousambi(Sweet Lime)",Mousambi,Medium,16/12/2024,2800,3000,2800
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,16/12/2024,2800,3000,2800
Haryana,Sonipat,Ganaur,"Peas Wet","Peas Wet",FAQ,16/12/2024,6000,7000,6500
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,16/12/2024,1700,1800,1700
Haryana,Sonipat,Ganaur,"Sweet Potato","Sweet Potato",FAQ,16/12/2024,3000,3500,3200
Haryana,Sonipat,Ganaur,Tomato,Tomato,FAQ,16/12/2024,2000,2200,2000
Haryana,Sonipat,Gohana,Carrot,Other,FAQ,16/12/2024,1000,1500,1200
Haryana,"Yamuna Nagar",Chhachrauli,Cauliflower,Cauliflower,FAQ,16/12/2024,4000,4000,4000
Haryana,"Yamuna Nagar",Chhachrauli,"Peas Wet","Peas Wet",FAQ,16/12/2024,1000,1000,1000
Haryana,"Yamuna Nagar",Chhachrauli,Potato,Potato,FAQ,16/12/2024,1400,2600,1400
Haryana,"Yamuna Nagar",Chhachrauli,Raddish,Raddish,FAQ,16/12/2024,500,700,600
Haryana,"Yamuna Nagar",Chhachrauli,Turnip,Turnip,FAQ,16/12/2024,1000,1000,1000
Haryana,"Yamuna Nagar",Radaur,Carrot,Carrot,FAQ,16/12/2024,1500,2000,1800
Haryana,"Yamuna Nagar",Radaur,Cauliflower,Other,FAQ,16/12/2024,1500,2200,1800
Haryana,"Yamuna Nagar",Radaur,"Green Chilli",Other,FAQ,16/12/2024,2000,2800,2500
Haryana,"Yamuna Nagar",Radaur,"Peas Wet",Other,FAQ,16/12/2024,4000,4500,4200
Haryana,"Yamuna Nagar",Radaur,Raddish,Other,FAQ,16/12/2024,250,350,300
"Himachal Pradesh",Bilaspur,Bilaspur,Onion,Other,FAQ,16/12/2024,3600,4300,4000
"Himachal Pradesh",Chamba,Chamba,Apple,"Royal Delicious",Medium,16/12/2024,6000,8000,7000
"Himachal Pradesh",Chamba,Chamba,Banana,Other,Medium,16/12/2024,5000,5500,5250
"Himachal Pradesh",Chamba,Chamba,Methi(Leaves),Other,FAQ,16/12/2024,3000,3500,3250
"Himachal Pradesh",Chamba,Chamba,Papaya,Other,Medium,16/12/2024,5000,5500,5250
"Himachal Pradesh",Hamirpur,Hamirpur,Cauliflower,Other,FAQ,16/12/2024,4500,5800,5000
"Himachal Pradesh",Hamirpur,Hamirpur,Garlic,Garlic,FAQ,16/12/2024,30000,35000,32000
"Himachal Pradesh",Hamirpur,Hamirpur,Onion,Other,FAQ,16/12/2024,4500,4800,4600
"Himachal Pradesh",Hamirpur,Hamirpur,Pomegranate,Other,Medium,16/12/2024,4500,5500,5000
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Cabbage,Other,FAQ,16/12/2024,2600,3500,2800
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Green Chilli",Other,FAQ,16/12/2024,5000,6000,5500
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Methi(Leaves),Other,FAQ,16/12/2024,3500,4500,4000
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Mousambi(Sweet Lime)",Other,Medium,16/12/2024,4500,6500,5500
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Squash(Chappal Kadoo)",Other,FAQ,16/12/2024,3500,5000,4500
"Himachal Pradesh",Kangra,Dharamshala,Carrot,Other,FAQ,16/12/2024,2500,2800,2650
"Himachal Pradesh",Kangra,Dharamshala,Cucumbar(Kheera),Other,FAQ,16/12/2024,3500,4000,3750
"Himachal Pradesh",Kangra,Dharamshala,"Green Chilli",Other,FAQ,16/12/2024,4000,4500,4250
"Himachal Pradesh",Kangra,Kangra,Capsicum,Other,FAQ,16/12/2024,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,Ginger(Green),Other,FAQ,16/12/2024,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,"Green Chilli",Other,FAQ,16/12/2024,4500,5000,4700
"Himachal Pradesh",Kangra,Kangra,Kinnow,Other,Medium,16/12/2024,3500,4000,3700
"Himachal Pradesh",Kangra,Kangra,Pomegranate,Other,Medium,16/12/2024,10000,14000,12000
"Himachal Pradesh",Kangra,Kangra,Spinach,Other,FAQ,16/12/2024,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,Turnip,Other,FAQ,16/12/2024,2000,2500,2200
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bhindi(Ladies Finger)",Bhindi,FAQ,16/12/2024,8500,8500,8500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Mousambi(Sweet Lime)",Mousambi,Medium,16/12/2024,5500,5600,5500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,16/12/2024,3000,3200,3000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,16/12/2024,2500,2600,2550
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Garlic,Average,FAQ,16/12/2024,34000,35000,34500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Orange,Medium,Medium,16/12/2024,5800,6000,5900
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,16/12/2024,3800,3900,3850
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Peas Wet","Peas Wet",FAQ,16/12/2024,8200,8300,8250
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,16/12/2024,3100,3200,3150
"Himachal Pradesh",Kangra,Palampur,Beetroot,Beetroot,FAQ,16/12/2024,5800,6000,5900
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,16/12/2024,4400,4500,4450
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,16/12/2024,3700,3800,3750
"Himachal Pradesh",Kangra,Palampur,"Indian Colza(Sarson)",Other,FAQ,16/12/2024,2800,3000,2900
"Himachal Pradesh",Kangra,Palampur,Spinach,Spinach,FAQ,16/12/2024,2400,2500,2450
"Himachal Pradesh",Kullu,Bhuntar,Brinjal,Other,FAQ,16/12/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,"Peas Wet",Other,FAQ,16/12/2024,7500,8000,7800
"Himachal Pradesh",Kullu,Bhuntar,"Persimon(Japani Fal)",Other,Medium,16/12/2024,6000,27000,16000
"Himachal Pradesh",Mandi,Mandi(Mandi),Coriander(Leaves),Coriander,FAQ,16/12/2024,3000,6000,4500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Peas cod","Peas cod",FAQ,16/12/2024,7000,10000,8500
"Himachal Pradesh",Mandi,Mandi(Mandi),Potato,Potato,FAQ,16/12/2024,1500,2000,1700
"Himachal Pradesh",Mandi,Mandi(Mandi),Turnip,Turnip,FAQ,16/12/2024,500,1000,700
"Himachal Pradesh",Mandi,Mandi(Takoli),Cabbage,Other,FAQ,16/12/2024,1000,2000,1500
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Banana,Other,Large,16/12/2024,3200,3600,3400
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Orange,Other,Large,16/12/2024,5600,6000,5800
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Orange,Other,Medium,16/12/2024,4400,4800,4600
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Papaya,Papaya,Large,16/12/2024,4300,4600,4450
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Pomegranate,Other,Large,16/12/2024,8000,9000,8500
"Jammu and Kashmir",Baramulla,Nowpora,Apple,Delicious,Medium,16/12/2024,4375,5000,4687
